Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT322406,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29886,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0016/2020, complete genome"
MT322407,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0017/2020, complete genome"
MT322408,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0018/2020, complete genome"
MT322409,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29900,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0019/2020, complete genome"
MT322410,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29891,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0020/2020, complete genome"
MT322411,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0021/2020, complete genome"
MT322412,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29859,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0024/2020, complete genome"
MT322413,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0031/2020, complete genome"
MT322414,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29901,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0033/2020, complete genome"
MT322415,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0034/2020, complete genome"
MT322416,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29867,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0036/2020, complete genome"
MT322417,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29901,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0038/2020, complete genome"
MT322418,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0039/2020, complete genome"
MT322419,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0040/2020, complete genome"
MT322420,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0042/2020, complete genome"
MT322421,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29859,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0043/2020, complete genome"
MT322422,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29897,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0044/2020, complete genome"
MT322423,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29900,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0045/2020, complete genome"
MT322424,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0046/2020, complete genome"
MT320538,2020-04-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Croville,G., Guerin,J.-L., Izopet,J.",,France,Homo sapiens,,2020-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/FRA/KRA-ROB/2020, complete genome"
MT320891,2020-04-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29822,GenBank,complete,,,"Zeinali,S., Khosravi,M.A., Abbasalipour Bashash,M., Mostafavi Jabbari,S., Firoozi,M., Pourtavakoli,S., Khateri,E., Zeinali,R., Hoseini,F.",,Iran,Homo sapiens,oronasopharynx,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-1.1-IPI-8206/2020, complete genome"
MT308692,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29789,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0001/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308693,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29788,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0002/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308694,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29757,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0003/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308695,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29765,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0004/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308696,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29767,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0005/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308697,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29789,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0006/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308698,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29783,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0007/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308699,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29782,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0008/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308700,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29792,GenBank,partial,,,"Blankenship,H.M., Riner,D., Soehnlen,M.",,USA: MI,Homo sapiens,swab,2020-03-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-SC2-0009/2020 ORF1ab polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT308701,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,493,GenBank,partial,,,"El Moussi,A., Abid,S., Ben Nasr,M., Landolsi,I., Charaa,L., Enigrou,D., Boutiba,I.",,Tunisia: Tunis,Homo sapiens,oronasopharynx,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis7266/2020 surface glycoprotein (S) gene, partial cds"
MT308702,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",,USA: NC,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200191/2020, complete genome"
MT308703,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C.P., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",,USA: NC,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200181/2020, complete genome"
MT308704,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C.P., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Thompson,C., Vahrson,W., Villamor,F.",,USA: NC,Homo sapiens,,2020-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200189/2020, complete genome"
MT293547,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,64,GenBank,partial,,,"Dlovan,M.F., Haval,F.M., Hazha,H.J., Ariamand,A.",,Iraq,Homo sapiens,oronasopharynx,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRQ/KRD/2020 envelope protein (E) gene, partial cds"
MT300186,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29834,GenBank,complete,,,"Bailey,A.G., Caro-Vegas,C., Thompson,C., Dittmer,D., Eason,A.B., Juarez,A., Landis,J.T., McNamara,R.P., Miller,M.B., Moorad,R., Pluta,L.J., Seltzer,T.A., Villamor,F., Vahrson,W.",,USA: North Carolina,Homo sapiens,,2020-04-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200173/2020, complete genome"
MT304474,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,South Korea,Homo sapiens,oronasopharynx,2020-02-27,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2604/2020, complete genome"
MT304475,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,South Korea,Homo sapiens,oronasopharynx,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2718/2020, complete genome"
MT304476,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,South Korea,Homo sapiens,oronasopharynx,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2719/2020, complete genome"
MT304477,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: AZ,Homo sapiens,"lung, oronasopharynx",2020-03-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ_4811/2020, complete genome"
MT304478,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: FL,Homo sapiens,oronasopharynx,2020-03-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_6318/2020, complete genome"
MT304479,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1299/2020, complete genome"
MT304480,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1320/2020, complete genome"
MT304481,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: GA,Homo sapiens,oronasopharynx,2020-03-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_1445/2020, complete genome"
MT304482,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: IL,Homo sapiens,oronasopharynx,2020-03-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_1293/2020, complete genome"
MT304483,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: IL,Homo sapiens,oronasopharynx,2020-03-01,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IL_1375/2020, complete genome"
MT304484,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: NH,Homo sapiens,oronasopharynx,2020-02-29,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0004/2020, complete genome"
MT304485,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,GenBank,complete,,,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",,USA: NH,Homo sapiens,oronasopharynx,2020-03-02,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NH_0008/2020, complete genome"
